scenario,level,algorithm,seed,normalized_HV
phase_temperature_shift_C,0,MF-EMTO,9,0.8940156062362999
phase_temperature_shift_C,0,MF-EMTO,10,0.8788904187719355
phase_temperature_shift_C,0,MF-EMTO,11,0.8880683789108527
phase_temperature_shift_C,0,MF-EMTO,12,0.8882705598448424
phase_temperature_shift_C,0,MF-EMTO,13,0.8956775896467459
phase_temperature_shift_C,0,MF-EMTO,14,0.879221939421592
phase_temperature_shift_C,0,MF-EMTO,15,0.8950805063112439
phase_temperature_shift_C,0,MF-EMTO,16,0.8768861925493685
phase_temperature_shift_C,0,MF-EMTO,17,0.8766913384676982
phase_temperature_shift_C,0,MF-EMTO,18,0.8738660250457861
phase_temperature_shift_C,0,MF-EMTO,19,0.8738514769859461
phase_temperature_shift_C,0,MF-EMTO,20,0.8818868072042727
phase_temperature_shift_C,0,qNEHVI,1,0.8821974616609599
phase_temperature_shift_C,0,qNEHVI,2,0.8889324747990138
phase_temperature_shift_C,0,qNEHVI,3,0.8871989572927788
phase_temperature_shift_C,0,qNEHVI,4,0.8822376226042061
phase_temperature_shift_C,0,qNEHVI,5,0.8767549525302553
phase_temperature_shift_C,0,qNEHVI,6,0.8847593106022164
phase_temperature_shift_C,0,qNEHVI,7,0.8871734718734706
phase_temperature_shift_C,0,qNEHVI,8,0.8643892883911152
phase_temperature_shift_C,0,qNEHVI,9,0.8727863150619036
phase_temperature_shift_C,0,qNEHVI,10,0.8913845424250335
phase_temperature_shift_C,0,qNEHVI,11,0.8702580578712087
phase_temperature_shift_C,0,qNEHVI,12,0.8906803710533577
phase_temperature_shift_C,0,qNEHVI,13,0.8806536545770813
phase_temperature_shift_C,0,qNEHVI,14,0.8870004113904012
phase_temperature_shift_C,0,qNEHVI,15,0.8851241258809859
phase_temperature_shift_C,0,qNEHVI,16,0.869676976916207
phase_temperature_shift_C,0,qNEHVI,17,0.8821016941759137
phase_temperature_shift_C,0,qNEHVI,18,0.8658976049684523
phase_temperature_shift_C,0,qNEHVI,19,0.8709799370170684
phase_temperature_shift_C,0,qNEHVI,20,0.8733983410123608
phase_temperature_shift_C,0,LC-SAEA,1,0.8758806511052128
phase_temperature_shift_C,0,LC-SAEA,2,0.8793320468773203
phase_temperature_shift_C,0,LC-SAEA,3,0.8851531207579952
phase_temperature_shift_C,0,LC-SAEA,4,0.8707693347886142
phase_temperature_shift_C,0,LC-SAEA,5,0.8809743127108285
phase_temperature_shift_C,0,LC-SAEA,6,0.8727471135545739
phase_temperature_shift_C,0,LC-SAEA,7,0.8841574934580654
phase_temperature_shift_C,0,LC-SAEA,8,0.8743572279553378
phase_temperature_shift_C,0,LC-SAEA,9,0.8706763555931897
phase_temperature_shift_C,0,LC-SAEA,10,0.8700534141981187
phase_temperature_shift_C,0,LC-SAEA,11,0.877238870521801
phase_temperature_shift_C,0,LC-SAEA,12,0.8853167524609168
phase_temperature_shift_C,0,LC-SAEA,13,0.8692022900541791
phase_temperature_shift_C,0,LC-SAEA,14,0.8802537620434745
phase_temperature_shift_C,0,LC-SAEA,15,0.8605534370776433
phase_temperature_shift_C,0,LC-SAEA,16,0.871121521773609
phase_temperature_shift_C,0,LC-SAEA,17,0.8754980058840532
phase_temperature_shift_C,0,LC-SAEA,18,0.8712340224201096
phase_temperature_shift_C,0,LC-SAEA,19,0.8808362855042
phase_temperature_shift_C,0,LC-SAEA,20,0.8742030695985026
phase_temperature_shift_C,3,MF-BCL-SAEA,1,0.911902042363811
phase_temperature_shift_C,3,MF-BCL-SAEA,2,0.9049823200354934
phase_temperature_shift_C,3,MF-BCL-SAEA,3,0.9072944442112042
phase_temperature_shift_C,3,MF-BCL-SAEA,4,0.9102614515343063
phase_temperature_shift_C,3,MF-BCL-SAEA,5,0.911191325265057
phase_temperature_shift_C,3,MF-BCL-SAEA,6,0.9134479139314717
phase_temperature_shift_C,3,MF-BCL-SAEA,7,0.9082432157721807
phase_temperature_shift_C,3,MF-BCL-SAEA,8,0.9005705841196212
phase_temperature_shift_C,3,MF-BCL-SAEA,9,0.8985765223730309
phase_temperature_shift_C,3,MF-BCL-SAEA,10,0.9106534236773387
phase_temperature_shift_C,3,MF-BCL-SAEA,11,0.9123782170619311
phase_temperature_shift_C,3,MF-BCL-SAEA,12,0.9074540861201268
phase_temperature_shift_C,3,MF-BCL-SAEA,13,0.9108692587507329
phase_temperature_shift_C,3,MF-BCL-SAEA,14,0.90750609973178
phase_temperature_shift_C,3,MF-BCL-SAEA,15,0.9014464857947062
phase_temperature_shift_C,3,MF-BCL-SAEA,16,0.9045711868247378
phase_temperature_shift_C,3,MF-BCL-SAEA,17,0.903521572165105
phase_temperature_shift_C,3,MF-BCL-SAEA,18,0.9096463584133893
phase_temperature_shift_C,3,MF-BCL-SAEA,19,0.9139257863070173
phase_temperature_shift_C,3,MF-BCL-SAEA,20,0.906766680568697
phase_temperature_shift_C,3,MF-EMTO,1,0.8735273451646828
phase_temperature_shift_C,3,MF-EMTO,2,0.8825746078598531
phase_temperature_shift_C,3,MF-EMTO,3,0.8719123126221964
phase_temperature_shift_C,3,MF-EMTO,4,0.8785276273705789
phase_temperature_shift_C,3,MF-EMTO,5,0.8738409066113371
phase_temperature_shift_C,3,MF-EMTO,6,0.8763663073973085
phase_temperature_shift_C,3,MF-EMTO,7,0.8645062224051668
phase_temperature_shift_C,3,MF-EMTO,8,0.8789572379736649
phase_temperature_shift_C,3,MF-EMTO,9,0.8863464544840428
phase_temperature_shift_C,3,MF-EMTO,10,0.8698120553059634
phase_temperature_shift_C,3,MF-EMTO,11,0.8703753019509111
phase_temperature_shift_C,3,MF-EMTO,12,0.8883351017072829
phase_temperature_shift_C,3,MF-EMTO,13,0.876830952263437
phase_temperature_shift_C,3,MF-EMTO,14,0.8809600457335011
phase_temperature_shift_C,3,MF-EMTO,15,0.8822997216063287
phase_temperature_shift_C,3,MF-EMTO,16,0.8676054327734843
phase_temperature_shift_C,3,MF-EMTO,17,0.8660986886953328
phase_temperature_shift_C,3,MF-EMTO,18,0.8837778784214947
phase_temperature_shift_C,3,MF-EMTO,19,0.8720773635507862
phase_temperature_shift_C,3,MF-EMTO,20,0.8742654164539481
phase_temperature_shift_C,3,qNEHVI,1,0.8592490965325795
phase_temperature_shift_C,3,qNEHVI,2,0.88473108428578
phase_temperature_shift_C,3,qNEHVI,3,0.8715907591181331
phase_temperature_shift_C,3,qNEHVI,4,0.8667586185959062
phase_temperature_shift_C,3,qNEHVI,5,0.8614351855543689
phase_temperature_shift_C,3,qNEHVI,6,0.8692982389242676
phase_temperature_shift_C,3,qNEHVI,7,0.8684100899460777
phase_temperature_shift_C,3,qNEHVI,8,0.8744594793843364
phase_temperature_shift_C,3,qNEHVI,9,0.8818003081231196
phase_temperature_shift_C,3,qNEHVI,10,0.8720738070804874
phase_temperature_shift_C,3,qNEHVI,11,0.8777075685014146
phase_temperature_shift_C,3,qNEHVI,12,0.8727608610038078
phase_temperature_shift_C,3,qNEHVI,13,0.863277297958353
phase_temperature_shift_C,3,qNEHVI,14,0.8640735182273459
phase_temperature_shift_C,3,qNEHVI,15,0.8690185081174232
phase_temperature_shift_C,3,qNEHVI,16,0.8703853964440083
phase_temperature_shift_C,3,qNEHVI,17,0.8620686396002151
phase_temperature_shift_C,3,qNEHVI,18,0.8731250746753918
phase_temperature_shift_C,3,qNEHVI,19,0.8681579592963612
phase_temperature_shift_C,3,qNEHVI,20,0.8603454138432817
phase_temperature_shift_C,3,LC-SAEA,1,0.8578305907679268
phase_temperature_shift_C,3,LC-SAEA,2,0.8618742254439852
phase_temperature_shift_C,3,LC-SAEA,3,0.8658409241550346
phase_temperature_shift_C,3,LC-SAEA,4,0.866497778305831
phase_temperature_shift_C,3,LC-SAEA,5,0.8673167340136757
phase_temperature_shift_C,3,LC-SAEA,6,0.8464268385947571
phase_temperature_shift_C,3,LC-SAEA,7,0.8527269415443562
phase_temperature_shift_C,3,LC-SAEA,8,0.8648462058559703
phase_temperature_shift_C,3,LC-SAEA,9,0.8782171209536906
phase_temperature_shift_C,3,LC-SAEA,10,0.8632572505793843
phase_temperature_shift_C,3,LC-SAEA,11,0.8641712352885415
phase_temperature_shift_C,3,LC-SAEA,12,0.8568204532894379
phase_temperature_shift_C,3,LC-SAEA,13,0.8599852383569648
phase_temperature_shift_C,3,LC-SAEA,14,0.8570926011623023
phase_temperature_shift_C,3,LC-SAEA,15,0.8502154637612453
phase_temperature_shift_C,3,LC-SAEA,16,0.8845955187732523
phase_temperature_shift_C,3,LC-SAEA,17,0.860604067680778
phase_temperature_shift_C,3,LC-SAEA,18,0.8715910671914665
phase_temperature_shift_C,3,LC-SAEA,19,0.8596632299059941
phase_temperature_shift_C,3,LC-SAEA,20,0.8527769288399765
phase_temperature_shift_C,6,MF-BCL-SAEA,1,0.9076873541811095
phase_temperature_shift_C,6,MF-BCL-SAEA,2,0.9061684282826544
phase_temperature_shift_C,6,MF-BCL-SAEA,3,0.8953877249861414
phase_temperature_shift_C,6,MF-BCL-SAEA,4,0.8986618714103687
phase_temperature_shift_C,6,MF-BCL-SAEA,5,0.9023166668412184
phase_temperature_shift_C,6,MF-BCL-SAEA,6,0.893077716578052
phase_temperature_shift_C,6,MF-BCL-SAEA,7,0.9003284472037153
phase_temperature_shift_C,6,MF-BCL-SAEA,8,0.8998323038314734
phase_temperature_shift_C,6,MF-BCL-SAEA,9,0.9123064447937206
phase_temperature_shift_C,6,MF-BCL-SAEA,10,0.9058102089395056
phase_temperature_shift_C,6,MF-BCL-SAEA,11,0.9025323893135125
phase_temperature_shift_C,6,MF-BCL-SAEA,12,0.9066611662778126
phase_temperature_shift_C,6,MF-BCL-SAEA,13,0.8974931398859032
phase_temperature_shift_C,6,MF-BCL-SAEA,14,0.9013841731087453
phase_temperature_shift_C,6,MF-BCL-SAEA,15,0.9011636808091952
phase_temperature_shift_C,6,MF-BCL-SAEA,16,0.8935387415598744
phase_temperature_shift_C,6,MF-BCL-SAEA,17,0.9098427159248462
phase_temperature_shift_C,6,MF-BCL-SAEA,18,0.9092635028038615
phase_temperature_shift_C,6,MF-BCL-SAEA,19,0.8960879229433206
phase_temperature_shift_C,6,MF-BCL-SAEA,20,0.9099576625671247
phase_temperature_shift_C,6,MF-EMTO,1,0.8775076090663736
phase_temperature_shift_C,6,MF-EMTO,2,0.8712311046788228
phase_temperature_shift_C,6,MF-EMTO,3,0.8623574373453476
phase_temperature_shift_C,6,MF-EMTO,4,0.8601871434437278
phase_temperature_shift_C,6,MF-EMTO,5,0.861880865628839
phase_temperature_shift_C,6,MF-EMTO,6,0.8735190881721978
phase_temperature_shift_C,6,MF-EMTO,7,0.8556552414388471
phase_temperature_shift_C,6,MF-EMTO,8,0.8635718208263552
phase_temperature_shift_C,6,MF-EMTO,9,0.8655126462238676
phase_temperature_shift_C,6,MF-EMTO,10,0.8693997817712847
phase_temperature_shift_C,6,MF-EMTO,11,0.8633516060956576
phase_temperature_shift_C,6,MF-EMTO,12,0.8694327274606649
phase_temperature_shift_C,6,MF-EMTO,13,0.865588809385203
phase_temperature_shift_C,6,MF-EMTO,14,0.847814308805493
phase_temperature_shift_C,6,MF-EMTO,15,0.8636202824047553
phase_temperature_shift_C,6,MF-EMTO,16,0.8766796859524005
phase_temperature_shift_C,6,MF-EMTO,17,0.8678692077857052
phase_temperature_shift_C,6,MF-EMTO,18,0.8680229987222542
phase_temperature_shift_C,6,MF-EMTO,19,0.8729318732933519
phase_temperature_shift_C,6,MF-EMTO,20,0.8546513188528213
phase_temperature_shift_C,6,qNEHVI,1,0.8567017034100655
phase_temperature_shift_C,6,qNEHVI,2,0.8578187133674225
phase_temperature_shift_C,6,qNEHVI,3,0.8493397314913023
phase_temperature_shift_C,6,qNEHVI,4,0.8595655092999291
phase_temperature_shift_C,6,qNEHVI,5,0.845451181615148
phase_temperature_shift_C,6,qNEHVI,6,0.8561705734223787
phase_temperature_shift_C,6,qNEHVI,7,0.8559334825468273
phase_temperature_shift_C,6,qNEHVI,8,0.8564517788091289
phase_temperature_shift_C,6,qNEHVI,9,0.8584082641779471
phase_temperature_shift_C,6,qNEHVI,10,0.8609563245403766
phase_temperature_shift_C,6,qNEHVI,11,0.8653972158774165
phase_temperature_shift_C,6,qNEHVI,12,0.8707932512263193
phase_temperature_shift_C,6,qNEHVI,13,0.858652662666374
phase_temperature_shift_C,6,qNEHVI,14,0.8536719812904008
phase_temperature_shift_C,6,qNEHVI,15,0.8465248459500732
phase_temperature_shift_C,6,qNEHVI,16,0.865170000645165
phase_temperature_shift_C,6,qNEHVI,17,0.8603404389462174
phase_temperature_shift_C,6,qNEHVI,18,0.8633036913137229
phase_temperature_shift_C,6,qNEHVI,19,0.8599499690958367
phase_temperature_shift_C,6,qNEHVI,20,0.8597924803609576
phase_temperature_shift_C,6,LC-SAEA,1,0.8533959315288573
phase_temperature_shift_C,6,LC-SAEA,2,0.8478646687783105
phase_temperature_shift_C,6,LC-SAEA,3,0.8421300960612498
phase_temperature_shift_C,6,LC-SAEA,4,0.8462138951741356
phase_temperature_shift_C,6,LC-SAEA,5,0.8529545759812163
phase_temperature_shift_C,6,LC-SAEA,6,0.8509209169734896
phase_temperature_shift_C,6,LC-SAEA,7,0.8554581436746953
phase_temperature_shift_C,6,LC-SAEA,8,0.8425997708637648
phase_temperature_shift_C,6,LC-SAEA,9,0.8412436178237108
phase_temperature_shift_C,6,LC-SAEA,10,0.8597082752851498
phase_temperature_shift_C,6,LC-SAEA,11,0.8466088528205586
phase_temperature_shift_C,6,LC-SAEA,12,0.8599430440241596
phase_temperature_shift_C,6,LC-SAEA,13,0.8574226961188297
phase_temperature_shift_C,6,LC-SAEA,14,0.8385297545928194
phase_temperature_shift_C,6,LC-SAEA,15,0.8496950321290524
phase_temperature_shift_C,6,LC-SAEA,16,0.8585616924673366
phase_temperature_shift_C,6,LC-SAEA,17,0.8567171221146864
phase_temperature_shift_C,6,LC-SAEA,18,0.8493712260133092
phase_temperature_shift_C,6,LC-SAEA,19,0.8541920901602523
phase_temperature_shift_C,6,LC-SAEA,20,0.8520900269208305
phase_temperature_shift_C,9,MF-BCL-SAEA,1,0.8925546416424388
phase_temperature_shift_C,9,MF-BCL-SAEA,2,0.9051781119279279
phase_temperature_shift_C,9,MF-BCL-SAEA,3,0.8937531527719395
phase_temperature_shift_C,9,MF-BCL-SAEA,4,0.8955211218653577
phase_temperature_shift_C,9,MF-BCL-SAEA,5,0.8971510248000022
phase_temperature_shift_C,9,MF-BCL-SAEA,6,0.8915071648405859
phase_temperature_shift_C,9,MF-BCL-SAEA,7,0.8938010091380159
phase_temperature_shift_C,9,MF-BCL-SAEA,8,0.881848948105024
phase_temperature_shift_C,9,MF-BCL-SAEA,9,0.8895147873064946
phase_temperature_shift_C,9,MF-BCL-SAEA,10,0.8974581290252073
phase_temperature_shift_C,9,MF-BCL-SAEA,11,0.8887327841639666
phase_temperature_shift_C,9,MF-BCL-SAEA,12,0.8926305346371958
phase_temperature_shift_C,9,MF-BCL-SAEA,13,0.9002902645069563
phase_temperature_shift_C,9,MF-BCL-SAEA,14,0.8850847720282843
phase_temperature_shift_C,9,MF-BCL-SAEA,15,0.889623391873229
phase_temperature_shift_C,9,MF-BCL-SAEA,16,0.881489287515453
phase_temperature_shift_C,9,MF-BCL-SAEA,17,0.8860372246338352
phase_temperature_shift_C,9,MF-BCL-SAEA,18,0.8942075233699924
phase_temperature_shift_C,9,MF-BCL-SAEA,19,0.9006857602685743
phase_temperature_shift_C,9,MF-BCL-SAEA,20,0.8881430796470049
phase_temperature_shift_C,9,MF-EMTO,1,0.8614868572851682
phase_temperature_shift_C,9,MF-EMTO,2,0.8732082808786211
phase_temperature_shift_C,9,MF-EMTO,3,0.8484566799907278
phase_temperature_shift_C,9,MF-EMTO,4,0.8584500906593588
phase_temperature_shift_C,9,MF-EMTO,5,0.8648184581253447
phase_temperature_shift_C,9,MF-EMTO,6,0.8602013365293254
phase_temperature_shift_C,9,MF-EMTO,7,0.8688177274281569
phase_temperature_shift_C,9,MF-EMTO,8,0.8595993088760474
phase_temperature_shift_C,9,MF-EMTO,9,0.8509127940946544
phase_temperature_shift_C,9,MF-EMTO,10,0.8523615700320961
phase_temperature_shift_C,9,MF-EMTO,11,0.8526426868100652
phase_temperature_shift_C,9,MF-EMTO,12,0.8493850860588464
phase_temperature_shift_C,9,MF-EMTO,13,0.8626528730663473
phase_temperature_shift_C,9,MF-EMTO,14,0.8592510990617968
phase_temperature_shift_C,9,MF-EMTO,15,0.8586475102428169
phase_temperature_shift_C,9,MF-EMTO,16,0.8546252688989416
phase_temperature_shift_C,9,MF-EMTO,17,0.8630192133663899
phase_temperature_shift_C,9,MF-EMTO,18,0.8505544815199879
phase_temperature_shift_C,9,MF-EMTO,19,0.8714072866604462
phase_temperature_shift_C,9,MF-EMTO,20,0.8545264604092513
phase_temperature_shift_C,9,qNEHVI,1,0.8562767513693291
phase_temperature_shift_C,9,qNEHVI,2,0.8526427275601098
phase_temperature_shift_C,9,qNEHVI,3,0.8614024108100583
phase_temperature_shift_C,9,qNEHVI,4,0.8391880447585007
phase_temperature_shift_C,9,qNEHVI,5,0.8362975945829357
phase_temperature_shift_C,9,qNEHVI,6,0.8478064188957191
phase_temperature_shift_C,9,qNEHVI,7,0.859540323840242
phase_temperature_shift_C,9,qNEHVI,8,0.8519467158818861
phase_temperature_shift_C,9,qNEHVI,9,0.849390151341963
phase_temperature_shift_C,9,qNEHVI,10,0.8475109120529807
phase_temperature_shift_C,9,qNEHVI,11,0.84888575987361
phase_temperature_shift_C,9,qNEHVI,12,0.8485257083020449
phase_temperature_shift_C,9,qNEHVI,13,0.8394103029374893
phase_temperature_shift_C,9,qNEHVI,14,0.8445778251942979
phase_temperature_shift_C,9,qNEHVI,15,0.8430533326066697
phase_temperature_shift_C,9,qNEHVI,16,0.8425665589844525
phase_temperature_shift_C,9,qNEHVI,17,0.8498387508757784
phase_temperature_shift_C,9,qNEHVI,18,0.849202258627667
phase_temperature_shift_C,9,qNEHVI,19,0.8488410802386064
phase_temperature_shift_C,9,qNEHVI,20,0.8467203607732989
phase_temperature_shift_C,9,LC-SAEA,1,0.8421466537172652
phase_temperature_shift_C,9,LC-SAEA,2,0.8452272765321995
phase_temperature_shift_C,9,LC-SAEA,3,0.8501722145784312
phase_temperature_shift_C,9,LC-SAEA,4,0.8333132074938085
phase_temperature_shift_C,9,LC-SAEA,5,0.841144671145845
phase_temperature_shift_C,9,LC-SAEA,6,0.8360734739259598
phase_temperature_shift_C,9,LC-SAEA,7,0.8336739801700818
phase_temperature_shift_C,9,LC-SAEA,8,0.8337246159322635
phase_temperature_shift_C,9,LC-SAEA,9,0.8419794617909917
phase_temperature_shift_C,9,LC-SAEA,10,0.837594743029043
phase_temperature_shift_C,9,LC-SAEA,11,0.843291872099379
phase_temperature_shift_C,9,LC-SAEA,12,0.8313896895960703
phase_temperature_shift_C,9,LC-SAEA,13,0.8377801464927804
phase_temperature_shift_C,9,LC-SAEA,14,0.8444293457680091
phase_temperature_shift_C,9,LC-SAEA,15,0.8315257087055555
phase_temperature_shift_C,9,LC-SAEA,16,0.830719183960958
phase_temperature_shift_C,9,LC-SAEA,17,0.8383128050123825
phase_temperature_shift_C,9,LC-SAEA,18,0.8436409322599979
phase_temperature_shift_C,9,LC-SAEA,19,0.838077023258333
phase_temperature_shift_C,9,LC-SAEA,20,0.8472779337609412
phase_temperature_shift_C,12,MF-BCL-SAEA,1,0.8853690594737504
phase_temperature_shift_C,12,MF-BCL-SAEA,2,0.8860919872090111
phase_temperature_shift_C,12,MF-BCL-SAEA,3,0.8813859743657503
phase_temperature_shift_C,12,MF-BCL-SAEA,4,0.8730485976456115
phase_temperature_shift_C,12,MF-BCL-SAEA,5,0.8810318403367792
phase_temperature_shift_C,12,MF-BCL-SAEA,6,0.8857930275125323
phase_temperature_shift_C,12,MF-BCL-SAEA,7,0.8920327239582166
phase_temperature_shift_C,12,MF-BCL-SAEA,8,0.8839490046851464
phase_temperature_shift_C,12,MF-BCL-SAEA,9,0.8920212557330546
phase_temperature_shift_C,12,MF-BCL-SAEA,10,0.8845103733011741
phase_temperature_shift_C,12,MF-BCL-SAEA,11,0.8881760991845835
phase_temperature_shift_C,12,MF-BCL-SAEA,12,0.8874106327408784
phase_temperature_shift_C,12,MF-BCL-SAEA,13,0.8839930894137881
phase_temperature_shift_C,12,MF-BCL-SAEA,14,0.8885353116645208
phase_temperature_shift_C,12,MF-BCL-SAEA,15,0.8893276199950813
phase_temperature_shift_C,12,MF-BCL-SAEA,16,0.8876983373919524
phase_temperature_shift_C,12,MF-BCL-SAEA,17,0.8852667104682355
phase_temperature_shift_C,12,MF-BCL-SAEA,18,0.8746944458071778
phase_temperature_shift_C,12,MF-BCL-SAEA,19,0.8756970552733966
phase_temperature_shift_C,12,MF-BCL-SAEA,20,0.8951587534590768
phase_temperature_shift_C,12,MF-EMTO,1,0.8465569125349901
phase_temperature_shift_C,12,MF-EMTO,2,0.8533071526230244
phase_temperature_shift_C,12,MF-EMTO,3,0.8421307664451938
phase_temperature_shift_C,12,MF-EMTO,4,0.8497891474132664
phase_temperature_shift_C,12,MF-EMTO,5,0.8467619490064391
phase_temperature_shift_C,12,MF-EMTO,6,0.8500130438884944
phase_temperature_shift_C,12,MF-EMTO,7,0.852693942852056
phase_temperature_shift_C,12,MF-EMTO,8,0.8489723417398921
phase_temperature_shift_C,12,MF-EMTO,9,0.8549479969771591
phase_temperature_shift_C,12,MF-EMTO,10,0.8419740273681751
phase_temperature_shift_C,12,MF-EMTO,11,0.8471517664569838
phase_temperature_shift_C,12,MF-EMTO,12,0.8520165405263797
phase_temperature_shift_C,12,MF-EMTO,13,0.8588911975350905
phase_temperature_shift_C,12,MF-EMTO,14,0.8480922723361187
phase_temperature_shift_C,12,MF-EMTO,15,0.8415477323135253
phase_temperature_shift_C,12,MF-EMTO,16,0.8545460065098156
phase_temperature_shift_C,12,MF-EMTO,17,0.8476005271532593
phase_temperature_shift_C,12,MF-EMTO,18,0.8491212537449649
phase_temperature_shift_C,12,MF-EMTO,19,0.8354873119768255
phase_temperature_shift_C,12,MF-EMTO,20,0.8516427439990505
phase_temperature_shift_C,12,qNEHVI,1,0.8389557525180124
phase_temperature_shift_C,12,qNEHVI,2,0.8273793917835753
phase_temperature_shift_C,12,qNEHVI,3,0.8286448331603152
phase_temperature_shift_C,12,qNEHVI,4,0.8243240190885737
phase_temperature_shift_C,12,qNEHVI,5,0.83536141584985
phase_temperature_shift_C,12,qNEHVI,6,0.8195162339734365
phase_temperature_shift_C,12,qNEHVI,7,0.8443114952956157
phase_temperature_shift_C,12,qNEHVI,8,0.8271598992201056
phase_temperature_shift_C,12,qNEHVI,9,0.8385516830113179
phase_temperature_shift_C,12,qNEHVI,10,0.8361804778611808
phase_temperature_shift_C,12,qNEHVI,11,0.8361355832762887
phase_temperature_shift_C,12,qNEHVI,12,0.8565338630021472
phase_temperature_shift_C,12,qNEHVI,13,0.8442437361819715
phase_temperature_shift_C,12,qNEHVI,14,0.8484589707165765
phase_temperature_shift_C,12,qNEHVI,15,0.829896027604834
phase_temperature_shift_C,12,qNEHVI,16,0.849508867616833
phase_temperature_shift_C,12,qNEHVI,17,0.8421148760861441
phase_temperature_shift_C,12,qNEHVI,18,0.835881709622701
phase_temperature_shift_C,12,qNEHVI,19,0.8472306542312036
phase_temperature_shift_C,12,qNEHVI,20,0.8467879925395649
phase_temperature_shift_C,12,LC-SAEA,1,0.8473126215386045
phase_temperature_shift_C,12,LC-SAEA,2,0.8206103353127469
phase_temperature_shift_C,12,LC-SAEA,3,0.827216962636405
phase_temperature_shift_C,12,LC-SAEA,4,0.8342802748548221
phase_temperature_shift_C,12,LC-SAEA,5,0.8352203045151592
phase_temperature_shift_C,12,LC-SAEA,6,0.8214886635379908
phase_temperature_shift_C,12,LC-SAEA,7,0.8375447576185707
phase_temperature_shift_C,12,LC-SAEA,8,0.8383055886047809
phase_temperature_shift_C,12,LC-SAEA,9,0.840681416510667
phase_temperature_shift_C,12,LC-SAEA,10,0.8244770443127517
phase_temperature_shift_C,12,LC-SAEA,11,0.8245421093716481
phase_temperature_shift_C,12,LC-SAEA,12,0.8347835234808161
phase_temperature_shift_C,12,LC-SAEA,13,0.8280784917074507
phase_temperature_shift_C,12,LC-SAEA,14,0.8314914078995289
phase_temperature_shift_C,12,LC-SAEA,15,0.8255012003422354
phase_temperature_shift_C,12,LC-SAEA,16,0.82405558610215
phase_temperature_shift_C,12,LC-SAEA,17,0.8238794454775235
phase_temperature_shift_C,12,LC-SAEA,18,0.8296618392101834
phase_temperature_shift_C,12,LC-SAEA,19,0.8268154789831813
phase_temperature_shift_C,12,LC-SAEA,20,0.8144375394649633
failed_HF_evaluations_pct,0,MF-BCL-SAEA,1,0.9050976057242383
failed_HF_evaluations_pct,0,MF-BCL-SAEA,2,0.9159672624472361
failed_HF_evaluations_pct,0,MF-BCL-SAEA,3,0.9064492785887807
failed_HF_evaluations_pct,0,MF-BCL-SAEA,4,0.910159873766182
failed_HF_evaluations_pct,0,MF-BCL-SAEA,5,0.9015401011543593
failed_HF_evaluations_pct,0,MF-BCL-SAEA,6,0.9180804302083935
failed_HF_evaluations_pct,0,MF-BCL-SAEA,7,0.9082836197464645
failed_HF_evaluations_pct,0,MF-BCL-SAEA,8,0.9174706254517703
failed_HF_evaluations_pct,0,MF-BCL-SAEA,9,0.9082085138862577
failed_HF_evaluations_pct,0,MF-BCL-SAEA,10,0.9000716686468678
failed_HF_evaluations_pct,0,MF-BCL-SAEA,11,0.9202519794380605
failed_HF_evaluations_pct,0,MF-BCL-SAEA,12,0.9062240721210021
failed_HF_evaluations_pct,0,MF-BCL-SAEA,13,0.91313473548767
failed_HF_evaluations_pct,0,MF-BCL-SAEA,14,0.9074662960017557
failed_HF_evaluations_pct,0,MF-BCL-SAEA,15,0.9127477743228081
failed_HF_evaluations_pct,0,MF-BCL-SAEA,16,0.9139667311026705
failed_HF_evaluations_pct,0,MF-BCL-SAEA,17,0.9092128288253469
failed_HF_evaluations_pct,0,MF-BCL-SAEA,18,0.9134818554586603
failed_HF_evaluations_pct,0,MF-BCL-SAEA,19,0.9170656841711663
failed_HF_evaluations_pct,0,MF-BCL-SAEA,20,0.9053235443230735
failed_HF_evaluations_pct,0,MF-EMTO,1,0.8848561969787672
failed_HF_evaluations_pct,0,MF-EMTO,2,0.8849805692558821
failed_HF_evaluations_pct,0,MF-EMTO,3,0.8798617725328347
failed_HF_evaluations_pct,0,MF-EMTO,4,0.8868797767684133
failed_HF_evaluations_pct,0,MF-EMTO,5,0.8850156634315144
failed_HF_evaluations_pct,0,MF-EMTO,6,0.8918502768987495
failed_HF_evaluations_pct,0,MF-EMTO,7,0.8939630776278076
failed_HF_evaluations_pct,0,MF-EMTO,8,0.8861460388839109
failed_HF_evaluations_pct,0,MF-EMTO,9,0.8893095022179011
failed_HF_evaluations_pct,0,MF-EMTO,10,0.8746513900547738
failed_HF_evaluations_pct,0,MF-EMTO,11,0.8775851442962377
failed_HF_evaluations_pct,0,MF-EMTO,12,0.8845584281837398
failed_HF_evaluations_pct,0,MF-EMTO,13,0.8820243236438654
failed_HF_evaluations_pct,0,MF-EMTO,14,0.8813720711473011
failed_HF_evaluations_pct,0,MF-EMTO,15,0.8887989177577535
failed_HF_evaluations_pct,0,MF-EMTO,16,0.885539711255372
failed_HF_evaluations_pct,0,MF-EMTO,17,0.8801168890500907
failed_HF_evaluations_pct,0,MF-EMTO,18,0.8853080885682937
failed_HF_evaluations_pct,0,MF-EMTO,19,0.8927900409055315
failed_HF_evaluations_pct,0,MF-EMTO,20,0.8789259297288236
failed_HF_evaluations_pct,0,qNEHVI,1,0.8640197861016964
